model_id,model_name,class_type,candidate_id,window_id,val_accuracy,val_n_obs,val_cumulative_return,val_mean_return,val_volatility,val_sharpe,val_hit_rate,val_active_rate,selected_abs_threshold_train_only,multiclass_quantile,C,hidden_layer_sizes,alpha,learning_rate_init,selection_metric,selection_metric_filled,rank_within_window,selected
logit_binary,logit,binary,cand_004,win_01,0.42857142857142855,63.0,-0.09651170423685507,-0.0014697908901066593,0.01702257527662908,-0.08634362699071682,0.42857142857142855,1.0,,,10.0,,,,-0.08634362699071682,-0.08634362699071682,1,1
logit_binary,logit,binary,cand_003,win_02,0.5245901639344263,61.0,0.055667392330299714,0.0010149637087553047,0.016078753669378713,0.06312452629262297,0.5245901639344263,1.0,,,1.0,,,,0.06312452629262297,0.06312452629262297,1,1
logit_binary,logit,binary,cand_002,win_03,0.5384615384615384,65.0,-0.0993729336491459,-0.0014859082787746578,0.015701864271831317,-0.09463260241271691,0.5384615384615384,1.0,,,0.1,,,,-0.09463260241271691,-0.09463260241271691,1,1
logit_binary,logit,binary,cand_001,win_04,0.625,64.0,0.07676139665558956,0.0012083213717893147,0.010242363361593808,0.11797290616736024,0.578125,1.0,,,0.01,,,,0.11797290616736024,0.11797290616736024,1,1
logit_binary,logit,binary,cand_001,win_05,0.5873015873015873,63.0,-0.019148951197663466,-6.521527953495281e-05,0.021404844404603055,-0.0030467532630570507,0.5873015873015873,1.0,,,0.01,,,,-0.0030467532630570507,-0.0030467532630570507,1,1
logit_binary,logit,binary,cand_001,win_06,0.45901639344262296,61.0,-0.11892527139030185,-0.0019829480471631866,0.013537961603677848,-0.1464731622982651,0.45901639344262296,1.0,,,0.01,,,,-0.1464731622982651,-0.1464731622982651,1,1
logit_binary,logit,binary,cand_002,win_07,0.515625,64.0,-0.04867302288065711,-0.0006202867152207579,0.01807070087501401,-0.03432554827347154,0.515625,1.0,,,0.1,,,,-0.03432554827347154,-0.03432554827347154,1,1
logit_binary,logit,binary,cand_001,win_08,0.578125,64.0,0.13077582954260736,0.0020157907742372775,0.013816051276646724,0.14590209126138445,0.5625,1.0,,,0.01,,,,0.14590209126138445,0.14590209126138445,1,1
logit_binary,logit,binary,cand_003,win_09,0.5079365079365079,63.0,-0.014969954829986087,-0.0001573562136743419,0.012914643738572358,-0.012184324775786402,0.5079365079365079,1.0,,,1.0,,,,-0.012184324775786402,-0.012184324775786402,1,1
logit_binary,logit,binary,cand_001,win_10,0.47540983606557374,61.0,0.03289513527843613,0.0006224328011508967,0.013696438659317113,0.04544486465665889,0.47540983606557374,1.0,,,0.01,,,,0.04544486465665889,0.04544486465665889,1,1
logit_binary,logit,binary,cand_002,win_11,0.46875,64.0,0.06246436281335721,0.0010679693689947664,0.015682932851646524,0.0680975541435569,0.46875,1.0,,,0.1,,,,0.0680975541435569,0.0680975541435569,1,1
logit_binary,logit,binary,cand_003,win_12,0.640625,64.0,0.1656541475263167,0.002615850493908874,0.020872715918579615,0.12532391587720523,0.640625,1.0,,,1.0,,,,0.12532391587720523,0.12532391587720523,1,1
logit_binary,logit,binary,cand_003,win_13,0.45161290322580644,62.0,-0.3333126748981443,-0.006134644275250619,0.027517961072458356,-0.2229323698473628,0.45161290322580644,1.0,,,1.0,,,,-0.2229323698473628,-0.2229323698473628,1,1
logit_binary,logit,binary,cand_001,win_14,0.47540983606557374,61.0,-0.06798588467257571,-0.0009268298231907029,0.021510331756438083,-0.043087658232574724,0.47540983606557374,1.0,,,0.01,,,,-0.043087658232574724,-0.043087658232574724,1,1
logit_binary,logit,binary,cand_001,win_15,0.5,64.0,-0.00039388718476096596,7.292711198412724e-05,0.012653711327313966,0.005763298221187385,0.484375,1.0,,,0.01,,,,0.005763298221187385,0.005763298221187385,1,1
logit_binary,logit,binary,cand_002,win_16,0.484375,64.0,-0.0601003408803118,-0.0008740176220661351,0.0137611813546646,-0.06351326964889327,0.484375,1.0,,,0.1,,,,-0.06351326964889327,-0.06351326964889327,1,1
logit_binary,logit,binary,cand_003,win_17,0.5396825396825397,63.0,0.07080531444516391,0.0012325747881304669,0.017373258803326082,0.07094666591247074,0.5238095238095238,1.0,,,1.0,,,,0.07094666591247074,0.07094666591247074,1,1
logit_binary,logit,binary,cand_003,win_18,0.5,62.0,-0.10041844775156661,-0.0012045430979617682,0.031912112100735794,-0.03774564009299764,0.5,1.0,,,1.0,,,,-0.03774564009299764,-0.03774564009299764,1,1
