model_name,class_type,model_id,window_id,split,actual_label,pred_0,pred_1,pred_-1
logit,multiclass,logit_multiclass,win_02,val,actual_0,45,0,0.0
logit,multiclass,logit_multiclass,win_02,val,actual_1,8,0,0.0
logit,multiclass,logit_multiclass,win_02,test,actual_-1,6,0,0.0
logit,multiclass,logit_multiclass,win_02,test,actual_0,53,0,0.0
logit,multiclass,logit_multiclass,win_02,test,actual_1,6,0,0.0
logit,multiclass,logit_multiclass,win_03,train,actual_-1,167,0,0.0
logit,multiclass,logit_multiclass,win_03,train,actual_0,938,0,0.0
logit,multiclass,logit_multiclass,win_03,train,actual_1,152,0,0.0
logit,multiclass,logit_multiclass,win_03,val,actual_-1,6,0,0.0
logit,multiclass,logit_multiclass,win_03,val,actual_0,53,0,0.0
logit,multiclass,logit_multiclass,win_03,val,actual_1,6,0,0.0
logit,multiclass,logit_multiclass,win_03,test,actual_-1,1,0,0.0
logit,multiclass,logit_multiclass,win_03,test,actual_0,59,0,0.0
logit,multiclass,logit_multiclass,win_03,test,actual_1,4,0,0.0
logit,multiclass,logit_multiclass,win_04,train,actual_-1,169,0,0.0
logit,multiclass,logit_multiclass,win_04,train,actual_0,932,0,0.0
logit,multiclass,logit_multiclass,win_04,train,actual_1,157,0,0.0
logit,multiclass,logit_multiclass,win_04,val,actual_-1,1,0,0.0
logit,multiclass,logit_multiclass,win_04,val,actual_0,59,0,0.0
logit,multiclass,logit_multiclass,win_04,val,actual_1,4,0,0.0
logit,multiclass,logit_multiclass,win_04,test,actual_-1,2,0,0.0
logit,multiclass,logit_multiclass,win_04,test,actual_0,53,0,0.0
logit,multiclass,logit_multiclass,win_04,test,actual_1,8,0,0.0
logit,multiclass,logit_multiclass,win_05,train,actual_-1,167,0,0.0
logit,multiclass,logit_multiclass,win_05,train,actual_0,937,0,0.0
logit,multiclass,logit_multiclass,win_05,train,actual_1,154,0,0.0
logit,multiclass,logit_multiclass,win_05,val,actual_-1,2,0,0.0
logit,multiclass,logit_multiclass,win_05,val,actual_0,53,0,0.0
logit,multiclass,logit_multiclass,win_05,val,actual_1,8,0,0.0
logit,multiclass,logit_multiclass,win_05,test,actual_-1,9,0,0.0
logit,multiclass,logit_multiclass,win_05,test,actual_0,47,0,0.0
logit,multiclass,logit_multiclass,win_05,test,actual_1,5,0,0.0
logit,multiclass,logit_multiclass,win_06,train,actual_-1,159,0,0.0
logit,multiclass,logit_multiclass,win_06,train,actual_0,942,0,0.0
logit,multiclass,logit_multiclass,win_06,train,actual_1,157,0,0.0
logit,multiclass,logit_multiclass,win_06,val,actual_-1,9,0,0.0
logit,multiclass,logit_multiclass,win_06,val,actual_0,47,0,0.0
logit,multiclass,logit_multiclass,win_06,val,actual_1,5,0,0.0
logit,multiclass,logit_multiclass,win_06,test,actual_-1,11,0,0.0
logit,multiclass,logit_multiclass,win_06,test,actual_0,43,0,0.0
logit,multiclass,logit_multiclass,win_06,test,actual_1,10,0,0.0
logit,multiclass,logit_multiclass,win_07,train,actual_-1,155,0,0.0
logit,multiclass,logit_multiclass,win_07,train,actual_0,947,0,0.0
logit,multiclass,logit_multiclass,win_07,train,actual_1,155,0,0.0
logit,multiclass,logit_multiclass,win_07,val,actual_-1,11,0,0.0
logit,multiclass,logit_multiclass,win_07,val,actual_0,43,0,0.0
logit,multiclass,logit_multiclass,win_07,val,actual_1,10,0,0.0
logit,multiclass,logit_multiclass,win_07,test,actual_-1,5,0,0.0
logit,multiclass,logit_multiclass,win_07,test,actual_0,50,0,0.0
logit,multiclass,logit_multiclass,win_07,test,actual_1,9,0,0.0
logit,multiclass,logit_multiclass,win_08,train,actual_-1,158,0,0.0
logit,multiclass,logit_multiclass,win_08,train,actual_0,940,0,0.0
logit,multiclass,logit_multiclass,win_08,train,actual_1,159,0,0.0
logit,multiclass,logit_multiclass,win_08,val,actual_-1,5,0,0.0
logit,multiclass,logit_multiclass,win_08,val,actual_0,50,0,0.0
logit,multiclass,logit_multiclass,win_08,val,actual_1,9,0,0.0
logit,multiclass,logit_multiclass,win_08,test,actual_-1,4,0,0.0
logit,multiclass,logit_multiclass,win_08,test,actual_0,50,0,0.0
logit,multiclass,logit_multiclass,win_08,test,actual_1,9,0,0.0
logit,multiclass,logit_multiclass,win_09,train,actual_-1,159,0,0.0
logit,multiclass,logit_multiclass,win_09,train,actual_0,940,0,0.0
logit,multiclass,logit_multiclass,win_09,train,actual_1,158,0,0.0
logit,multiclass,logit_multiclass,win_09,val,actual_-1,4,0,0.0
logit,multiclass,logit_multiclass,win_09,val,actual_0,50,0,0.0
logit,multiclass,logit_multiclass,win_09,val,actual_1,9,0,0.0
logit,multiclass,logit_multiclass,win_09,test,actual_-1,5,0,0.0
logit,multiclass,logit_multiclass,win_09,test,actual_0,46,0,0.0
logit,multiclass,logit_multiclass,win_09,test,actual_1,10,0,0.0
logit,multiclass,logit_multiclass,win_10,train,actual_-1,154,0,0.0
logit,multiclass,logit_multiclass,win_10,train,actual_0,943,0,1.0
logit,multiclass,logit_multiclass,win_10,train,actual_1,161,0,0.0
logit,multiclass,logit_multiclass,win_10,val,actual_-1,5,0,0.0
logit,multiclass,logit_multiclass,win_10,val,actual_0,46,0,0.0
logit,multiclass,logit_multiclass,win_10,val,actual_1,10,0,0.0
logit,multiclass,logit_multiclass,win_10,test,actual_-1,11,0,0.0
logit,multiclass,logit_multiclass,win_10,test,actual_0,45,0,0.0
logit,multiclass,logit_multiclass,win_10,test,actual_1,8,0,0.0
logit,multiclass,logit_multiclass,win_11,train,actual_-1,150,0,0.0
logit,multiclass,logit_multiclass,win_11,train,actual_0,946,0,1.0
logit,multiclass,logit_multiclass,win_11,train,actual_1,162,0,0.0
logit,multiclass,logit_multiclass,win_11,val,actual_-1,11,0,0.0
logit,multiclass,logit_multiclass,win_11,val,actual_0,45,0,0.0
logit,multiclass,logit_multiclass,win_11,val,actual_1,8,0,0.0
logit,multiclass,logit_multiclass,win_11,test,actual_-1,6,0,0.0
logit,multiclass,logit_multiclass,win_11,test,actual_0,46,0,0.0
logit,multiclass,logit_multiclass,win_11,test,actual_1,12,0,0.0
logit,multiclass,logit_multiclass,win_12,train,actual_-1,148,0,0.0
logit,multiclass,logit_multiclass,win_12,train,actual_0,946,0,0.0
logit,multiclass,logit_multiclass,win_12,train,actual_1,165,0,0.0
logit,multiclass,logit_multiclass,win_12,val,actual_-1,6,0,0.0
logit,multiclass,logit_multiclass,win_12,val,actual_0,46,0,0.0
logit,multiclass,logit_multiclass,win_12,val,actual_1,12,0,0.0
logit,multiclass,logit_multiclass,win_12,test,actual_-1,18,0,0.0
logit,multiclass,logit_multiclass,win_12,test,actual_0,36,0,0.0
logit,multiclass,logit_multiclass,win_12,test,actual_1,8,0,0.0
logit,multiclass,logit_multiclass,win_13,train,actual_-1,266,9,8.0
logit,multiclass,logit_multiclass,win_13,train,actual_0,615,19,8.0
logit,multiclass,logit_multiclass,win_13,train,actual_1,311,15,8.0
logit,multiclass,logit_multiclass,win_13,val,actual_-1,11,6,9.0
logit,multiclass,logit_multiclass,win_13,val,actual_0,14,0,4.0
logit,multiclass,logit_multiclass,win_13,val,actual_1,9,5,4.0
logit,multiclass,logit_multiclass,win_13,test,actual_-1,0,4,13.0
logit,multiclass,logit_multiclass,win_13,test,actual_0,1,2,17.0
logit,multiclass,logit_multiclass,win_13,test,actual_1,0,2,22.0
logit,multiclass,logit_multiclass,win_14,train,actual_-1,144,0,0.0
logit,multiclass,logit_multiclass,win_14,train,actual_0,952,0,0.0
logit,multiclass,logit_multiclass,win_14,train,actual_1,162,0,0.0
logit,multiclass,logit_multiclass,win_14,val,actual_-1,8,0,0.0
logit,multiclass,logit_multiclass,win_14,val,actual_0,37,0,0.0
logit,multiclass,logit_multiclass,win_14,val,actual_1,16,0,0.0
logit,multiclass,logit_multiclass,win_14,test,actual_-1,5,0,0.0
logit,multiclass,logit_multiclass,win_14,test,actual_0,52,0,0.0
logit,multiclass,logit_multiclass,win_14,test,actual_1,7,0,0.0
logit,multiclass,logit_multiclass,win_15,train,actual_-1,275,13,5.0
logit,multiclass,logit_multiclass,win_15,train,actual_0,602,23,2.0
logit,multiclass,logit_multiclass,win_15,train,actual_1,311,25,2.0
logit,multiclass,logit_multiclass,win_15,val,actual_-1,14,0,0.0
logit,multiclass,logit_multiclass,win_15,val,actual_0,34,0,0.0
logit,multiclass,logit_multiclass,win_15,val,actual_1,16,0,0.0
logit,multiclass,logit_multiclass,win_15,test,actual_-1,14,1,1.0
logit,multiclass,logit_multiclass,win_15,test,actual_0,33,0,4.0
logit,multiclass,logit_multiclass,win_15,test,actual_1,11,0,0.0
logit,multiclass,logit_multiclass,win_16,train,actual_-1,281,6,6.0
logit,multiclass,logit_multiclass,win_16,train,actual_0,610,12,2.0
logit,multiclass,logit_multiclass,win_16,train,actual_1,320,18,3.0
logit,multiclass,logit_multiclass,win_16,val,actual_-1,16,0,0.0
logit,multiclass,logit_multiclass,win_16,val,actual_0,37,0,0.0
logit,multiclass,logit_multiclass,win_16,val,actual_1,11,0,0.0
logit,multiclass,logit_multiclass,win_16,test,actual_-1,16,0,0.0
logit,multiclass,logit_multiclass,win_16,test,actual_0,35,0,0.0
logit,multiclass,logit_multiclass,win_16,test,actual_1,11,0,1.0
logit,multiclass,logit_multiclass,win_17,train,actual_-1,275,7,11.0
logit,multiclass,logit_multiclass,win_17,train,actual_0,608,11,7.0
logit,multiclass,logit_multiclass,win_17,train,actual_1,317,17,6.0
logit,multiclass,logit_multiclass,win_17,val,actual_-1,16,0,0.0
logit,multiclass,logit_multiclass,win_17,val,actual_0,35,0,0.0
logit,multiclass,logit_multiclass,win_17,val,actual_1,12,0,0.0
logit,multiclass,logit_multiclass,win_17,test,actual_-1,13,5,4.0
logit,multiclass,logit_multiclass,win_17,test,actual_0,10,8,4.0
logit,multiclass,logit_multiclass,win_17,test,actual_1,6,7,5.0
logit,multiclass,logit_multiclass,win_18,train,actual_-1,238,1,3.0
logit,multiclass,logit_multiclass,win_18,train,actual_0,765,1,2.0
logit,multiclass,logit_multiclass,win_18,train,actual_1,246,2,1.0
logit,multiclass,logit_multiclass,win_18,val,actual_-1,16,0,6.0
logit,multiclass,logit_multiclass,win_18,val,actual_0,22,0,2.0
logit,multiclass,logit_multiclass,win_18,val,actual_1,13,0,3.0
logit,multiclass,logit_multiclass,win_18,test,actual_-1,19,0,0.0
logit,multiclass,logit_multiclass,win_18,test,actual_0,30,0,0.0
logit,multiclass,logit_multiclass,win_18,test,actual_1,14,0,0.0
logit,multiclass,logit_multiclass,win_19,train,actual_-1,273,7,18.0
logit,multiclass,logit_multiclass,win_19,train,actual_0,618,9,12.0
logit,multiclass,logit_multiclass,win_19,train,actual_1,296,12,14.0
logit,multiclass,logit_multiclass,win_19,val,actual_-1,18,0,3.0
logit,multiclass,logit_multiclass,win_19,val,actual_0,21,0,1.0
logit,multiclass,logit_multiclass,win_19,val,actual_1,18,0,2.0
logit,multiclass,logit_multiclass,win_19,test,actual_-1,24,0,0.0
logit,multiclass,logit_multiclass,win_19,test,actual_0,18,1,0.0
logit,multiclass,logit_multiclass,win_19,test,actual_1,19,1,0.0
logit,multiclass,logit_multiclass,win_20,train,actual_-1,145,0,3.0
logit,multiclass,logit_multiclass,win_20,train,actual_0,958,0,2.0
logit,multiclass,logit_multiclass,win_20,train,actual_1,147,0,4.0
logit,multiclass,logit_multiclass,win_20,val,actual_-1,21,1,0.0
logit,multiclass,logit_multiclass,win_20,val,actual_0,27,2,2.0
logit,multiclass,logit_multiclass,win_20,val,actual_1,9,1,0.0
logit,multiclass,logit_multiclass,win_20,test,actual_-1,13,0,0.0
logit,multiclass,logit_multiclass,win_20,test,actual_0,40,0,1.0
logit,multiclass,logit_multiclass,win_20,test,actual_1,9,0,0.0
logit,multiclass,logit_multiclass,win_21,train,actual_-1,265,7,25.0
logit,multiclass,logit_multiclass,win_21,train,actual_0,613,10,17.0
logit,multiclass,logit_multiclass,win_21,train,actual_1,289,9,24.0
logit,multiclass,logit_multiclass,win_21,val,actual_-1,11,0,14.0
logit,multiclass,logit_multiclass,win_21,val,actual_0,11,0,10.0
logit,multiclass,logit_multiclass,win_21,val,actual_1,9,0,8.0
logit,multiclass,logit_multiclass,win_21,test,actual_-1,0,0,17.0
logit,multiclass,logit_multiclass,win_21,test,actual_0,0,0,28.0
logit,multiclass,logit_multiclass,win_21,test,actual_1,0,0,17.0
logit,multiclass,logit_multiclass,win_22,train,actual_-1,259,0,1.0
logit,multiclass,logit_multiclass,win_22,train,actual_0,759,0,0.0
logit,multiclass,logit_multiclass,win_22,train,actual_1,239,0,1.0
logit,multiclass,logit_multiclass,win_22,val,actual_-1,15,0,0.0
logit,multiclass,logit_multiclass,win_22,val,actual_0,33,0,0.0
logit,multiclass,logit_multiclass,win_22,val,actual_1,14,0,0.0
logit,multiclass,logit_multiclass,win_22,test,actual_-1,7,0,0.0
logit,multiclass,logit_multiclass,win_22,test,actual_0,40,0,0.0
logit,multiclass,logit_multiclass,win_22,test,actual_1,16,0,0.0
logit,multiclass,logit_multiclass,win_23,train,actual_-1,166,0,0.0
logit,multiclass,logit_multiclass,win_23,train,actual_0,941,0,0.0
logit,multiclass,logit_multiclass,win_23,train,actual_1,153,0,0.0
logit,multiclass,logit_multiclass,win_23,val,actual_-1,4,0,0.0
logit,multiclass,logit_multiclass,win_23,val,actual_0,51,0,0.0
logit,multiclass,logit_multiclass,win_23,val,actual_1,8,0,0.0
logit,multiclass,logit_multiclass,win_23,test,actual_-1,7,0,0.0
logit,multiclass,logit_multiclass,win_23,test,actual_0,52,0,0.0
logit,multiclass,logit_multiclass,win_23,test,actual_1,5,0,0.0
logit,multiclass,logit_multiclass,win_24,train,actual_-1,278,13,20.0
logit,multiclass,logit_multiclass,win_24,train,actual_0,593,18,17.0
logit,multiclass,logit_multiclass,win_24,train,actual_1,289,11,19.0
logit,multiclass,logit_multiclass,win_24,val,actual_-1,19,0,0.0
logit,multiclass,logit_multiclass,win_24,val,actual_0,32,0,1.0
logit,multiclass,logit_multiclass,win_24,val,actual_1,12,0,0.0
logit,multiclass,logit_multiclass,win_24,test,actual_-1,17,0,0.0
logit,multiclass,logit_multiclass,win_24,test,actual_0,27,0,0.0
logit,multiclass,logit_multiclass,win_24,test,actual_1,19,0,0.0
logit,multiclass,logit_multiclass,win_25,train,actual_-1,162,0,0.0
logit,multiclass,logit_multiclass,win_25,train,actual_0,945,0,0.0
logit,multiclass,logit_multiclass,win_25,train,actual_1,151,0,0.0
logit,multiclass,logit_multiclass,win_25,val,actual_-1,8,0,0.0
logit,multiclass,logit_multiclass,win_25,val,actual_0,45,0,0.0
logit,multiclass,logit_multiclass,win_25,val,actual_1,10,0,0.0
logit,multiclass,logit_multiclass,win_25,test,actual_-1,6,0,0.0
logit,multiclass,logit_multiclass,win_25,test,actual_0,50,0,0.0
logit,multiclass,logit_multiclass,win_25,test,actual_1,6,0,0.0
logit,multiclass,logit_multiclass,win_26,train,actual_-1,292,14,15.0
logit,multiclass,logit_multiclass,win_26,train,actual_0,597,22,14.0
logit,multiclass,logit_multiclass,win_26,train,actual_1,278,10,16.0
logit,multiclass,logit_multiclass,win_26,val,actual_-1,18,0,1.0
logit,multiclass,logit_multiclass,win_26,val,actual_0,26,0,1.0
logit,multiclass,logit_multiclass,win_26,val,actual_1,14,0,2.0
logit,multiclass,logit_multiclass,win_26,test,actual_-1,16,0,0.0
logit,multiclass,logit_multiclass,win_26,test,actual_0,35,0,0.0
logit,multiclass,logit_multiclass,win_26,test,actual_1,12,0,0.0
logit,multiclass,logit_multiclass,win_27,train,actual_-1,166,0,0.0
logit,multiclass,logit_multiclass,win_27,train,actual_0,936,0,0.0
logit,multiclass,logit_multiclass,win_27,train,actual_1,157,0,0.0
logit,multiclass,logit_multiclass,win_27,val,actual_-1,3,0,0.0
logit,multiclass,logit_multiclass,win_27,val,actual_0,55,0,0.0
logit,multiclass,logit_multiclass,win_27,val,actual_1,5,0,0.0
logit,multiclass,logit_multiclass,win_27,test,actual_-1,9,0,0.0
logit,multiclass,logit_multiclass,win_27,test,actual_0,51,0,0.0
logit,multiclass,logit_multiclass,win_27,test,actual_1,4,0,0.0
logit,multiclass,logit_multiclass,win_28,train,actual_-1,163,0,0.0
logit,multiclass,logit_multiclass,win_28,train,actual_0,940,0,0.0
logit,multiclass,logit_multiclass,win_28,train,actual_1,155,0,0.0
logit,multiclass,logit_multiclass,win_28,val,actual_-1,9,0,0.0
logit,multiclass,logit_multiclass,win_28,val,actual_0,51,0,0.0
logit,multiclass,logit_multiclass,win_28,val,actual_1,4,0,0.0
logit,multiclass,logit_multiclass,win_28,test,actual_-1,5,0,0.0
logit,multiclass,logit_multiclass,win_28,test,actual_0,43,0,0.0
logit,multiclass,logit_multiclass,win_28,test,actual_1,15,0,0.0
logit,multiclass,logit_multiclass,win_29,train,actual_-1,161,0,0.0
logit,multiclass,logit_multiclass,win_29,train,actual_0,947,0,0.0
logit,multiclass,logit_multiclass,win_29,train,actual_1,150,0,0.0
logit,multiclass,logit_multiclass,win_29,val,actual_-1,5,0,0.0
logit,multiclass,logit_multiclass,win_29,val,actual_0,43,0,0.0
logit,multiclass,logit_multiclass,win_29,val,actual_1,15,0,0.0
logit,multiclass,logit_multiclass,win_29,test,actual_-1,7,0,0.0
logit,multiclass,logit_multiclass,win_29,test,actual_0,47,0,0.0
logit,multiclass,logit_multiclass,win_29,test,actual_1,7,0,0.0
logit,multiclass,logit_multiclass,win_30,train,actual_-1,158,0,0.0
logit,multiclass,logit_multiclass,win_30,train,actual_0,941,0,0.0
logit,multiclass,logit_multiclass,win_30,train,actual_1,159,0,0.0
logit,multiclass,logit_multiclass,win_30,val,actual_-1,7,0,0.0
logit,multiclass,logit_multiclass,win_30,val,actual_0,48,0,0.0
logit,multiclass,logit_multiclass,win_30,val,actual_1,6,0,0.0
logit,multiclass,logit_multiclass,win_30,test,actual_-1,6,0,0.0
logit,multiclass,logit_multiclass,win_30,test,actual_0,49,0,0.0
logit,multiclass,logit_multiclass,win_30,test,actual_1,8,0,0.0
logit,multiclass,logit_multiclass,win_31,train,actual_-1,162,0,0.0
logit,multiclass,logit_multiclass,win_31,train,actual_0,941,0,0.0
logit,multiclass,logit_multiclass,win_31,train,actual_1,155,0,0.0
logit,multiclass,logit_multiclass,win_31,val,actual_-1,6,0,0.0
logit,multiclass,logit_multiclass,win_31,val,actual_0,49,0,0.0
logit,multiclass,logit_multiclass,win_31,val,actual_1,8,0,0.0
logit,multiclass,logit_multiclass,win_31,test,actual_-1,4,0,0.0
logit,multiclass,logit_multiclass,win_31,test,actual_0,55,0,0.0
logit,multiclass,logit_multiclass,win_31,test,actual_1,5,0,0.0
logit,multiclass,logit_multiclass,win_32,train,actual_-1,163,0,0.0
logit,multiclass,logit_multiclass,win_32,train,actual_0,935,0,0.0
logit,multiclass,logit_multiclass,win_32,train,actual_1,159,0,0.0
logit,multiclass,logit_multiclass,win_32,val,actual_-1,4,0,0.0
logit,multiclass,logit_multiclass,win_32,val,actual_0,55,0,0.0
logit,multiclass,logit_multiclass,win_32,val,actual_1,5,0,0.0
logit,multiclass,logit_multiclass,win_32,test,actual_-1,6,0,0.0
logit,multiclass,logit_multiclass,win_32,test,actual_0,52,0,0.0
logit,multiclass,logit_multiclass,win_32,test,actual_1,5,0,0.0
logit,multiclass,logit_multiclass,win_33,train,actual_-1,317,1,11.0
logit,multiclass,logit_multiclass,win_33,train,actual_0,615,2,8.0
logit,multiclass,logit_multiclass,win_33,train,actual_1,289,3,11.0
logit,multiclass,logit_multiclass,win_33,val,actual_-1,14,0,0.0
logit,multiclass,logit_multiclass,win_33,val,actual_0,35,0,0.0
logit,multiclass,logit_multiclass,win_33,val,actual_1,14,0,0.0
logit,multiclass,logit_multiclass,win_33,test,actual_-1,11,0,0.0
logit,multiclass,logit_multiclass,win_33,test,actual_0,23,0,0.0
logit,multiclass,logit_multiclass,win_33,test,actual_1,29,0,0.0
logit,multiclass,logit_multiclass,win_34,train,actual_-1,156,0,0.0
logit,multiclass,logit_multiclass,win_34,train,actual_0,947,0,0.0
logit,multiclass,logit_multiclass,win_34,train,actual_1,155,0,0.0
logit,multiclass,logit_multiclass,win_34,val,actual_-1,6,0,0.0
logit,multiclass,logit_multiclass,win_34,val,actual_0,43,0,0.0
logit,multiclass,logit_multiclass,win_34,val,actual_1,14,0,0.0
logit,multiclass,logit_multiclass,win_34,test,actual_-1,12,0,0.0
logit,multiclass,logit_multiclass,win_34,test,actual_0,34,0,0.0
logit,multiclass,logit_multiclass,win_34,test,actual_1,17,0,0.0
logit,multiclass,logit_multiclass,win_35,train,actual_-1,149,0,0.0
logit,multiclass,logit_multiclass,win_35,train,actual_0,958,0,0.0
logit,multiclass,logit_multiclass,win_35,train,actual_1,153,0,0.0
logit,multiclass,logit_multiclass,win_35,val,actual_-1,12,0,0.0
logit,multiclass,logit_multiclass,win_35,val,actual_0,34,0,0.0
logit,multiclass,logit_multiclass,win_35,val,actual_1,17,0,0.0
logit,multiclass,logit_multiclass,win_35,test,actual_-1,10,0,0.0
logit,multiclass,logit_multiclass,win_35,test,actual_0,48,0,0.0
logit,multiclass,logit_multiclass,win_35,test,actual_1,6,0,0.0
logit,multiclass,logit_multiclass,win_36,train,actual_-1,154,0,0.0
logit,multiclass,logit_multiclass,win_36,train,actual_0,944,0,0.0
logit,multiclass,logit_multiclass,win_36,train,actual_1,161,0,0.0
logit,multiclass,logit_multiclass,win_36,val,actual_-1,10,0,0.0
logit,multiclass,logit_multiclass,win_36,val,actual_0,48,0,0.0
logit,multiclass,logit_multiclass,win_36,val,actual_1,6,0,0.0
logit,multiclass,logit_multiclass,win_36,test,actual_-1,14,0,0.0
logit,multiclass,logit_multiclass,win_36,test,actual_0,40,0,0.0
logit,multiclass,logit_multiclass,win_36,test,actual_1,9,0,0.0
logit,multiclass,logit_multiclass,win_37,train,actual_-1,315,0,1.0
logit,multiclass,logit_multiclass,win_37,train,actual_0,638,0,0.0
logit,multiclass,logit_multiclass,win_37,train,actual_1,304,0,1.0
logit,multiclass,logit_multiclass,win_37,val,actual_-1,13,0,8.0
logit,multiclass,logit_multiclass,win_37,val,actual_0,15,0,8.0
logit,multiclass,logit_multiclass,win_37,val,actual_1,14,0,5.0
logit,multiclass,logit_multiclass,win_37,test,actual_-1,13,0,5.0
logit,multiclass,logit_multiclass,win_37,test,actual_0,18,0,4.0
logit,multiclass,logit_multiclass,win_37,test,actual_1,12,0,8.0
logit,multiclass,logit_multiclass,win_38,train,actual_-1,211,0,0.0
logit,multiclass,logit_multiclass,win_38,train,actual_0,848,0,0.0
logit,multiclass,logit_multiclass,win_38,train,actual_1,200,0,0.0
logit,multiclass,logit_multiclass,win_38,val,actual_-1,11,0,0.0
logit,multiclass,logit_multiclass,win_38,val,actual_0,36,0,0.0
logit,multiclass,logit_multiclass,win_38,val,actual_1,13,0,0.0
logit,multiclass,logit_multiclass,win_38,test,actual_-1,9,0,0.0
logit,multiclass,logit_multiclass,win_38,test,actual_0,45,0,0.0
logit,multiclass,logit_multiclass,win_38,test,actual_1,9,0,0.0
logit,multiclass,logit_multiclass,win_39,train,actual_-1,293,5,14.0
logit,multiclass,logit_multiclass,win_39,train,actual_0,601,16,13.0
logit,multiclass,logit_multiclass,win_39,train,actual_1,291,16,8.0
logit,multiclass,logit_multiclass,win_39,val,actual_-1,12,0,3.0
logit,multiclass,logit_multiclass,win_39,val,actual_0,24,0,6.0
logit,multiclass,logit_multiclass,win_39,val,actual_1,17,0,1.0
logit,multiclass,logit_multiclass,win_39,test,actual_-1,17,0,0.0
logit,multiclass,logit_multiclass,win_39,test,actual_0,36,0,0.0
logit,multiclass,logit_multiclass,win_39,test,actual_1,10,0,0.0
logit,multiclass,logit_multiclass,win_40,train,actual_-1,155,0,0.0
logit,multiclass,logit_multiclass,win_40,train,actual_0,939,0,0.0
logit,multiclass,logit_multiclass,win_40,train,actual_1,163,0,0.0
logit,multiclass,logit_multiclass,win_40,val,actual_-1,7,0,0.0
logit,multiclass,logit_multiclass,win_40,val,actual_0,51,0,0.0
logit,multiclass,logit_multiclass,win_40,val,actual_1,5,0,0.0
logit,multiclass,logit_multiclass,win_40,test,actual_-1,6,0,0.0
logit,multiclass,logit_multiclass,win_40,test,actual_0,52,0,0.0
logit,multiclass,logit_multiclass,win_40,test,actual_1,5,0,0.0
nn,multiclass,nn_multiclass,win_01,train,actual_-1,147,8,69.0
nn,multiclass,nn_multiclass,win_01,train,actual_0,805,16,20.0
nn,multiclass,nn_multiclass,win_01,train,actual_1,118,67,8.0
nn,multiclass,nn_multiclass,win_01,val,actual_-1,5,0,0.0
nn,multiclass,nn_multiclass,win_01,val,actual_0,41,3,0.0
nn,multiclass,nn_multiclass,win_01,val,actual_1,7,7,0.0
nn,multiclass,nn_multiclass,win_01,test,actual_-1,13,0,0.0
nn,multiclass,nn_multiclass,win_01,test,actual_0,37,0,0.0
nn,multiclass,nn_multiclass,win_01,test,actual_1,11,0,0.0
nn,multiclass,nn_multiclass,win_02,train,actual_-1,50,3,163.0
nn,multiclass,nn_multiclass,win_02,train,actual_0,809,17,21.0
nn,multiclass,nn_multiclass,win_02,train,actual_1,34,156,5.0
nn,multiclass,nn_multiclass,win_02,val,actual_-1,4,0,9.0
nn,multiclass,nn_multiclass,win_02,val,actual_0,35,1,1.0
nn,multiclass,nn_multiclass,win_02,val,actual_1,3,8,0.0
nn,multiclass,nn_multiclass,win_02,test,actual_-1,2,2,2.0
nn,multiclass,nn_multiclass,win_02,test,actual_0,7,20,22.0
nn,multiclass,nn_multiclass,win_02,test,actual_1,2,2,6.0
nn,multiclass,nn_multiclass,win_03,train,actual_-1,67,1,99.0
nn,multiclass,nn_multiclass,win_03,train,actual_0,920,10,8.0
nn,multiclass,nn_multiclass,win_03,train,actual_1,50,101,1.0
nn,multiclass,nn_multiclass,win_03,val,actual_-1,1,0,5.0
nn,multiclass,nn_multiclass,win_03,val,actual_0,53,0,0.0
nn,multiclass,nn_multiclass,win_03,val,actual_1,0,5,1.0
nn,multiclass,nn_multiclass,win_03,test,actual_-1,1,0,0.0
nn,multiclass,nn_multiclass,win_03,test,actual_0,47,0,12.0
nn,multiclass,nn_multiclass,win_03,test,actual_1,2,1,1.0
nn,multiclass,nn_multiclass,win_04,train,actual_-1,102,38,195.0
nn,multiclass,nn_multiclass,win_04,train,actual_0,523,48,47.0
nn,multiclass,nn_multiclass,win_04,train,actual_1,70,212,23.0
nn,multiclass,nn_multiclass,win_04,val,actual_-1,4,0,2.0
nn,multiclass,nn_multiclass,win_04,val,actual_0,41,2,0.0
nn,multiclass,nn_multiclass,win_04,val,actual_1,8,7,0.0
nn,multiclass,nn_multiclass,win_04,test,actual_-1,9,2,0.0
nn,multiclass,nn_multiclass,win_04,test,actual_0,27,7,0.0
nn,multiclass,nn_multiclass,win_04,test,actual_1,16,2,0.0
nn,multiclass,nn_multiclass,win_05,train,actual_-1,74,8,138.0
nn,multiclass,nn_multiclass,win_05,train,actual_0,804,20,14.0
nn,multiclass,nn_multiclass,win_05,train,actual_1,51,145,4.0
nn,multiclass,nn_multiclass,win_05,val,actual_-1,2,0,3.0
nn,multiclass,nn_multiclass,win_05,val,actual_0,47,0,0.0
nn,multiclass,nn_multiclass,win_05,val,actual_1,3,8,0.0
nn,multiclass,nn_multiclass,win_05,test,actual_-1,6,5,0.0
nn,multiclass,nn_multiclass,win_05,test,actual_0,11,33,0.0
nn,multiclass,nn_multiclass,win_05,test,actual_1,2,3,1.0
nn,multiclass,nn_multiclass,win_06,train,actual_-1,143,2,14.0
nn,multiclass,nn_multiclass,win_06,train,actual_0,935,4,3.0
nn,multiclass,nn_multiclass,win_06,train,actual_1,145,8,4.0
