model_id,model_name,class_type,candidate_id,window_id,val_accuracy,val_n_obs,val_cumulative_return,val_mean_return,val_volatility,val_sharpe,val_hit_rate,val_active_rate,selected_abs_threshold_train_only,multiclass_quantile,C,hidden_layer_sizes,alpha,learning_rate_init,selection_metric,selection_metric_filled,rank_within_window,selected
nn_multiclass,nn,multiclass,cand_095,win_13,0.46774193548387094,62.0,-0.06009634933751207,-0.0009207584843751749,0.01260833316812323,-0.07302777235479979,0.06451612903225806,0.14516129032258066,0.023230314075826812,0.67,,"(32, 16)",0.01,0.001,-0.07302777235479979,-0.07302777235479979,96,0
nn_multiclass,nn,multiclass,cand_088,win_13,0.5806451612903226,62.0,-0.07894465803905237,-0.001220938555590251,0.01455680565846227,-0.08387407129259063,0.08064516129032258,0.20967741935483872,0.028109321706192902,0.75,,"(32, 16)",0.001,0.001,-0.08387407129259063,-0.08387407129259063,97,0
nn_multiclass,nn,multiclass,cand_052,win_13,0.532258064516129,62.0,-0.08653308922944447,-0.0013455778475537823,0.015159056305411228,-0.08876395868214172,0.08064516129032258,0.25806451612903225,0.028109321706192902,0.75,,"(32,)",0.001,0.0005,-0.08876395868214172,-0.08876395868214172,98,0
nn_multiclass,nn,multiclass,cand_128,win_13,0.4838709677419355,62.0,-0.08570948244921472,-0.0013443685693783746,0.014145912302935467,-0.09503583371568054,0.1774193548387097,0.3709677419354839,0.028109321706192902,0.75,,"(64, 32)",0.01,0.001,-0.09503583371568054,-0.09503583371568054,99,0
nn_multiclass,nn,multiclass,cand_102,win_13,0.3548387096774194,62.0,-0.11133723231175008,-0.0017407587416727228,0.018135528410668796,-0.09598610540890921,0.08064516129032258,0.25806451612903225,0.01965794475166158,0.6,,"(64, 32)",1e-05,0.001,-0.09598610540890921,-0.09598610540890921,100,0
nn_multiclass,nn,multiclass,cand_103,win_13,0.43548387096774194,62.0,-0.07735792725325064,-0.0012237673253904415,0.012229808023553302,-0.10006431196905108,0.04838709677419355,0.12903225806451613,0.023230314075826812,0.67,,"(64, 32)",1e-05,0.001,-0.10006431196905108,-0.10006431196905108,101,0
nn_multiclass,nn,multiclass,cand_060,win_13,0.532258064516129,62.0,-0.1028760482020753,-0.0016303896136761632,0.015544643220304482,-0.10488433800439634,0.0967741935483871,0.27419354838709675,0.028109321706192902,0.75,,"(32,)",0.01,0.0005,-0.10488433800439634,-0.10488433800439634,102,0
nn_multiclass,nn,multiclass,cand_110,win_13,0.3387096774193548,62.0,-0.13025703400362254,-0.0020841801953357516,0.01827326527842681,-0.11405625451058869,0.11290322580645161,0.3387096774193548,0.01965794475166158,0.6,,"(64, 32)",0.0001,0.001,-0.11405625451058869,-0.11405625451058869,103,0
nn_multiclass,nn,multiclass,cand_120,win_13,0.5161290322580645,62.0,-0.14185812925108565,-0.0022810150831493723,0.018921454281390332,-0.1205517847215793,0.1774193548387097,0.3387096774193548,0.028109321706192902,0.75,,"(64, 32)",0.001,0.001,-0.1205517847215793,-0.1205517847215793,104,0
nn_multiclass,nn,multiclass,cand_064,win_13,0.5483870967741935,62.0,-0.11403001449850403,-0.001851209484143899,0.014204310537404957,-0.13032730305839285,0.06451612903225806,0.20967741935483872,0.028109321706192902,0.75,,"(32,)",0.01,0.001,-0.13032730305839285,-0.13032730305839285,105,0
nn_multiclass,nn,multiclass,cand_100,win_13,0.5483870967741935,62.0,-0.08204448033682177,-0.0013296787544072773,0.010017669540080038,-0.13273334173056117,0.08064516129032258,0.16129032258064516,0.028109321706192902,0.75,,"(64, 32)",1e-05,0.0005,-0.13273334173056117,-0.13273334173056117,106,0
nn_multiclass,nn,multiclass,cand_067,win_13,0.43548387096774194,62.0,-0.09896170576806296,-0.001609777674032099,0.011868438549738385,-0.13563516946949886,0.03225806451612903,0.11290322580645161,0.023230314075826812,0.67,,"(32, 16)",1e-05,0.0005,-0.13563516946949886,-0.13563516946949886,107,0
nn_multiclass,nn,multiclass,cand_111,win_13,0.3709677419354839,62.0,-0.11151791433379377,-0.0018258338941847206,0.012671834882831799,-0.14408599157635946,0.06451612903225806,0.1935483870967742,0.023230314075826812,0.67,,"(64, 32)",0.0001,0.001,-0.14408599157635946,-0.14408599157635946,108,0
nn_multiclass,nn,multiclass,cand_075,win_13,0.41935483870967744,62.0,-0.10587873099922107,-0.0017336258095342369,0.01188884558536584,-0.14581952445140536,0.03225806451612903,0.12903225806451613,0.023230314075826812,0.67,,"(32, 16)",0.0001,0.0005,-0.14581952445140536,-0.14581952445140536,109,0
nn_multiclass,nn,multiclass,cand_108,win_13,0.532258064516129,62.0,-0.08523280133353173,-0.001390591549956134,0.009515326056672062,-0.14614229104435825,0.06451612903225806,0.14516129032258066,0.028109321706192902,0.75,,"(64, 32)",0.0001,0.0005,-0.14614229104435825,-0.14614229104435825,110,0
nn_multiclass,nn,multiclass,cand_001,win_13,0.27419354838709675,62.0,-0.17280306610331775,-0.0028680054266872674,0.01926592943329303,-0.14886410939153188,0.24193548387096775,0.4838709677419355,0.015384249437790931,0.5,,"(16,)",1e-05,0.0005,-0.14886410939153188,-0.14886410939153188,111,0
nn_multiclass,nn,multiclass,cand_009,win_13,0.27419354838709675,62.0,-0.17280306610331775,-0.0028680054266872674,0.01926592943329303,-0.14886410939153188,0.24193548387096775,0.4838709677419355,0.015384249437790931,0.5,,"(16,)",0.0001,0.0005,-0.14886410939153188,-0.14886410939153188,112,0
nn_multiclass,nn,multiclass,cand_017,win_13,0.27419354838709675,62.0,-0.17280306610331775,-0.0028680054266872674,0.01926592943329303,-0.14886410939153188,0.24193548387096775,0.4838709677419355,0.015384249437790931,0.5,,"(16,)",0.001,0.0005,-0.14886410939153188,-0.14886410939153188,113,0
nn_multiclass,nn,multiclass,cand_079,win_13,0.46774193548387094,62.0,-0.11537770204386,-0.0019009467605053134,0.012274965938478967,-0.15486370960479148,0.03225806451612903,0.12903225806451613,0.023230314075826812,0.67,,"(32, 16)",0.0001,0.001,-0.15486370960479148,-0.15486370960479148,114,0
nn_multiclass,nn,multiclass,cand_091,win_13,0.45161290322580644,62.0,-0.12310620934732741,-0.002033339572442143,0.012967743621146586,-0.15679979739315347,0.04838709677419355,0.14516129032258066,0.023230314075826812,0.67,,"(32, 16)",0.01,0.0005,-0.15679979739315347,-0.15679979739315347,115,0
