date,cumulative_return
2023-12-20,0.5810659899351898
2023-12-21,0.5901740041139254
2023-12-22,0.5866489050930896
2023-12-26,0.592135540757537
2023-12-27,0.6048888813652
2023-12-28,0.5778303074400919
2023-12-29,0.5631849909755835
2024-01-01,0.5631849909755835
2024-01-02,0.5843619476603772
2024-01-03,0.5624254372671287
2024-01-04,0.5703970576763355
2024-01-05,0.5501879045848266
2024-01-08,0.5895718560852283
2024-01-09,0.5571313031245089
2024-01-10,0.577455611844498
2024-01-11,0.6069655180909888
2024-01-12,0.6347792076773608
2024-01-16,0.6559493898042459
2024-01-17,0.6675310061653987
2024-01-18,0.6974133697021865
2024-01-19,0.7315914127724974
2024-01-22,0.7477970985626248
2024-01-23,0.7495840899278472
2024-01-24,0.7768164160920437
2024-01-25,0.8882325044697073
2024-01-26,0.8760435339809776
2024-01-29,0.858783364883354
2024-01-30,0.860170667800646
2024-01-31,0.8625592038691359
2024-02-01,0.8774541236728735
2024-02-02,0.9288501630109101
2024-02-05,1.0102417134160637
2024-02-06,0.9717426840368952
2024-02-07,0.9856291595582425
2024-02-08,0.9686733989653522
2024-02-09,0.9830644685653191
2024-02-12,1.0125116772584346
2024-02-13,1.0328226793883992
2024-02-14,1.0318884301386073
2024-02-15,0.9516144667160924
2024-02-16,0.9534438189348644
2024-02-20,0.9411655986401601
2024-02-21,0.9084348940307581
2024-02-22,1.0520020028956263
2024-02-23,1.0839221538513417
2024-02-26,1.0472316153426058
2024-02-27,1.040474457135387
2024-02-28,1.0152113605624673
2024-02-29,1.0348191570124428
2024-03-01,1.071714210086831
2024-03-04,1.183070578890328
2024-03-05,1.2353695617714053
2024-03-06,1.296906746162077
2024-03-07,1.334569727454439
2024-03-08,1.2914444650910335
2024-03-11,1.2526082182544154
2024-03-12,1.3346780753100616
2024-03-13,1.3746486814910024
2024-03-14,1.3850958293616649
2024-03-15,1.3757781134311755
2024-03-18,1.309860635588715
2024-03-19,1.3386461855897847
2024-03-20,1.3217703680839277
2024-03-21,1.3541879456487629
2024-03-22,1.4044887848929473
2024-03-25,1.4009039649890216
2024-03-26,1.3350087042287506
2024-03-27,1.2916758986376609
2024-03-28,1.3187643822316817
2024-04-01,1.313755833543636
2024-04-02,1.2687098984489462
2024-04-03,1.286814766202259
2024-04-04,1.3446630969347706
2024-04-05,1.2734163028554857
2024-04-08,1.3404214344080914
2024-04-09,1.3906958580893147
2024-04-10,1.33249948422096
2024-04-11,1.3038568381794975
2024-04-12,1.3113165031001528
2024-04-15,1.2752942260199807
2024-04-16,1.2258060812404272
2024-04-17,1.2570751717228053
2024-04-18,1.2084690984698776
2024-04-19,1.2977231054049945
2024-04-22,1.2086394468842294
2024-04-23,1.1887354028540669
2024-04-24,1.3571929433375907
2024-04-25,1.3720087970687334
2024-04-26,1.285586064124789
2024-04-29,1.4602256679292895
2024-04-30,1.4109418723970677
2024-05-01,1.436204535400102
2024-05-02,1.395613688591181
2024-05-03,1.3619904288634848
2024-05-06,1.3406782402436557
2024-05-07,1.3168093697333605
2024-05-08,1.2984831447973986
2024-05-09,1.301569316530359
2024-05-10,1.2634749551744595
2024-05-13,1.2798859405307317
2024-05-14,1.305360736486453
2024-05-15,1.2409435835642553
2024-05-16,1.2496160397486826
2024-05-17,1.2888931726256772
2024-05-20,1.2442286384786763
2024-05-21,1.3117725827573103
2024-05-22,1.2768566377518225
2024-05-23,1.1304904077376494
2024-05-24,1.1368180622066557
2024-05-28,1.0473884066257964
2024-05-29,1.0358453304449755
2024-05-30,1.0892093346196843
2024-05-31,1.0932518904450803
2024-06-03,1.0314977213837646
2024-06-04,1.0100497635253336
2024-06-05,0.9595571921540307
2024-06-06,0.9875543579310737
2024-06-07,0.9858892081694317
2024-06-10,0.9578322735927634
2024-06-11,0.9471980932743349
2024-06-12,0.9504789405335838
2024-06-13,0.9446149203141043
2024-06-14,0.9038207533817677
2024-06-17,0.9607466931303619
2024-06-18,0.9128223697610878
2024-06-20,0.9296612632388974
2024-06-21,0.9683707861032238
2024-06-24,1.0318459937510274
2024-06-25,0.9897443113965247
2024-06-26,1.0351956304310854
2024-06-27,1.060038844154172
2024-06-28,1.066178692516956
2024-07-01,1.0089586647110669
2024-07-02,1.1235613863847047
2024-07-03,1.1444664270309057
2024-07-05,1.1872696990524587
2024-07-08,1.1728454779932886
2024-07-09,1.1862256292526472
2024-07-10,1.1607347896498021
2024-07-11,1.1296491483719535
2024-07-12,1.1460719119345844
2024-07-15,1.1717801400438326
2024-07-16,1.2062131754294874
2024-07-17,1.244631847546414
2024-07-18,1.2184387370388623
2024-07-19,1.2027489117785106
